Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C23,C24,C25,C26
0,47,0,1.0,15.0,381.0,306.0,0.0,26.0,221.0,5,0,23.0,43,174,1011,1015,1,3,948,17,1,877,117,472,399,3,638,0,8,480,123,1,146,0,547,19,356
0,47,0,33.079354838709676,3.0,614.0,146.92563081009297,0.0,3.0,3.0,5,0,3.0,0,215,907,872,1,3,651,17,1,194,718,1084,346,3,161,77,5,252,123,1,584,0,531,19,356
0,47,0,33.079354838709676,8.062697910069664,4649.0,2.0,2.0,1.0,2.0,5,2,11.784673844205193,0,190,839,677,20,4,855,5,1,897,459,764,144,13,444,743,0,256,123,1,784,0,479,19,356
0,0,1,7.0,12.0,3011.0,126.0,5.0,41.0,121.0,0,2,12.0,56,215,633,872,9,6,493,2,1,897,439,760,488,13,530,216,8,252,123,1,1062,1,531,19,356
0,47,19,6.0,8.062697910069664,39296.0,146.92563081009297,13.710388247639035,0.0,126.76285414480587,5,30,11.784673844205193,33,51,728,566,1,3,99,2,1,160,322,1096,267,13,81,680,7,73,123,1,557,2,543,19,356
1,47,-1,33.079354838709676,8.062697910069664,8020.0,26.0,6.0,0.0,80.0,5,2,11.784673844205193,43,184,1183,609,1,2,421,5,1,194,587,878,629,2,293,76,8,234,18,3,1013,0,511,23,22
0,47,1,33.079354838709676,1.0,19480.0,265.0,4.0,7.0,269.0,5,2,1.0,0,152,161,1015,11,6,669,2,0,783,579,897,21,13,56,635,4,260,123,1,804,1,547,19,356
1,1,3,11.0,6.0,1349.0,6.0,10.0,7.0,9.0,0,4,6.0,0,12,1279,488,1,4,944,5,1,185,794,734,576,8,469,1073,8,188,114,2,899,0,149,27,103
0,13,2,15.0,0.0,17.0,3.0,13.0,0.0,0.0,1,1,0.0,0,132,1081,310,1,4,805,17,1,328,634,242,457,2,258,166,8,190,22,2,1192,10,612,29,439
0,0,2,44.0,3.0,1679.0,198.0,1.0,42.0,60.0,0,1,32.0,33,7,356,803,1,3,1131,17,1,775,359,180,25,13,477,819,0,125,22,0,344,7,499,0,90
0,4,1,5.0,3.0,14.0,8.0,5.0,2.0,3.0,1,2,3.0,0,97,839,677,1,0,1026,34,1,781,613,764,753,14,499,743,8,445,123,1,784,0,479,19,356
1,0,1,4.0,1.0,2108.0,2.0,3.0,1.0,2.0,0,1,1.0,26,12,200,1035,1,4,1102,17,1,715,448,164,120,2,185,516,0,188,76,2,687,0,174,27,149
0,0,1,33.079354838709676,8.062697910069664,5914.0,174.0,7.0,1.0,455.0,0,4,11.784673844205193,0,96,1070,819,11,0,462,2,1,194,479,1078,319,2,330,621,8,90,123,1,1,0,162,19,356
1,1,71,2.0,4.0,419.0,7.0,303.0,35.0,609.0,1,15,4.0,27,12,882,555,1,3,901,2,1,685,433,1052,434,9,684,912,6,208,163,0,471,3,66,27,405
0,0,0,12.0,38.0,11630.0,252.0,5.0,6.0,241.0,0,1,67.0,0,80,1063,412,11,5,186,2,1,897,426,1010,93,3,507,758,8,529,22,0,778,0,438,12,381
0,47,0,6.0,8.0,41752.0,146.92563081009297,0.0,10.0,2.0,5,0,9.0,0,89,1107,237,1,5,22,2,1,682,184,360,286,3,704,643,8,482,123,1,995,7,126,19,356
0,47,13,15.0,5.0,10471.0,146.92563081009297,0.0,5.0,55.0,5,0,5.0,40,74,1070,819,1,3,527,2,1,194,19,1078,419,9,398,621,1,387,123,1,1,0,162,19,356
0,0,-1,33.079354838709676,8.062697910069664,5993.0,33.0,2.0,0.0,33.0,0,1,11.784673844205193,0,12,92,514,1,3,456,2,1,524,492,1,61,13,273,710,0,188,177,2,522,0,607,1,399
0,47,39,9.0,6.0,27313.0,146.92563081009297,0.0,15.0,303.0,5,0,6.0,26,17,1132,379,20,3,366,17,1,194,125,259,4,13,275,112,5,428,123,1,802,8,22,19,356
0,1,359,1.0,22.0,154.0,22.0,12.0,1.0,59.0,1,2,22.0,26,51,967,722,1,3,1026,2,1,478,613,882,753,2,114,973,8,310,123,1,52,1,625,19,356
0,47,-1,33.079354838709676,8.062697910069664,4374.0,5.0,8.0,0.0,52.0,5,1,11.784673844205193,0,130,517,705,11,6,973,17,1,5,158,108,86,13,423,73,6,488,22,0,518,1,162,0,544
0,2,2,2.0,25.0,318.0,57.0,10.0,34.0,261.0,2,3,57.0,43,126,381,997,11,5,381,17,1,137,592,427,146,13,250,1021,8,510,22,0,1145,7,66,27,163
0,47,0,2.0,8.062697910069664,29335.0,37.0,8.0,0.0,11.0,5,1,11.784673844205193,0,228,1102,404,1,3,496,5,1,194,85,217,385,2,591,125,7,43,106,3,848,0,600,27,533
0,47,-1,33.079354838709676,8.062697910069664,199514.0,146.92563081009297,0.0,7.0,8.0,5,0,11.784673844205193,33,51,4,435,9,6,665,1,0,194,509,318,415,2,255,1128,5,487,123,1,1154,8,547,19,356
0,0,0,12.0,6.0,3100.0,247.0,24.0,12.0,246.0,0,1,10.0,0,32,758,428,1,3,349,2,1,48,707,59,412,2,126,1025,8,373,123,1,696,0,20,19,356
0,0,307,4.0,4.0,2826.0,4.0,4.0,4.0,20.0,0,2,4.0,0,60,609,789,1,6,763,2,1,194,593,795,446,2,746,124,0,478,22,0,87,1,568,9,217
0,8,699,33.079354838709676,0.0,11.0,0.0,495.0,11.0,55.0,2,26,0.0,33,32,907,872,11,3,349,11,1,48,707,1084,412,13,159,77,8,373,123,1,584,0,531,19,356
0,1,0,1.0,27.0,8.0,27.0,2.0,25.0,155.0,1,2,27.0,0,51,907,872,0,5,598,2,1,151,658,1084,102,3,78,77,8,6,123,1,584,3,531,19,356
1,0,69,33.079354838709676,1.0,1648.0,7.0,2.0,2.0,6.0,0,1,1.0,0,51,423,372,1,4,747,2,1,654,646,856,87,13,586,778,0,477,123,1,594,0,205,19,356
1,47,21,1.0,2.0,41.0,146.92563081009297,0.0,2.0,2.0,5,0,2.0,7,51,188,149,11,3,938,2,1,194,120,1203,496,13,563,49,5,451,123,1,1166,0,468,19,356
1,1,18,14.0,11.0,648.0,85.0,64.0,37.0,662.0,1,24,11.0,0,168,52,639,1,5,1155,2,1,590,372,943,364,14,779,423,6,69,123,1,1100,0,432,19,356
0,47,1,2.0,8.0,20671.0,153.0,34.0,18.0,105.0,5,2,8.0,59,190,729,685,1,5,795,2,1,889,482,1181,106,13,444,149,8,256,123,1,792,0,653,19,356
0,47,2,2.0,9.0,25.0,146.92563081009297,0.0,9.0,9.0,5,0,9.0,33,215,633,872,1,3,903,2,1,194,757,760,503,3,161,216,5,252,123,1,1062,1,531,19,356
0,47,92,21.0,3.0,5084.0,146.92563081009297,0.0,17.0,180.0,5,0,18.0,26,106,426,22,1,3,755,2,1,618,225,1004,651,13,624,182,1,515,22,3,670,0,682,7,17
0,0,-1,33.079354838709676,2.0,3864.0,569.0,68.0,32.0,200.0,0,5,2.0,0,215,892,872,11,3,457,17,1,194,52,780,470,13,530,641,6,252,123,1,1002,1,531,19,356
0,0,1,19.0,2.0,7007.0,167.0,3.0,5.0,81.0,0,1,5.0,33,238,470,1032,11,6,482,2,1,630,71,127,816,2,578,1055,0,435,22,0,996,0,135,28,470
0,47,233,33.079354838709676,0.0,14581.0,146.92563081009297,0.0,0.0,231.0,5,0,54.0,0,125,1070,819,1,6,603,2,1,701,803,1078,439,2,219,621,1,175,123,1,1,0,162,19,356
0,47,1,6.0,11.0,3067.0,35.0,48.0,12.0,40.0,5,4,11.0,43,32,1070,819,1,3,349,2,1,428,707,1078,412,2,15,621,8,180,123,1,1,0,162,19,356
1,47,3,1.0,8.062697910069664,2072.0,0.0,7.0,0.0,45.0,5,1,11.784673844205193,0,126,1153,600,1,3,534,2,1,326,549,278,696,13,250,608,8,510,22,3,89,0,713,27,330
0,5,12,8.0,8.0,4.0,8.0,27.0,32.0,214.0,2,6,8.0,0,126,553,101,11,6,1018,2,1,786,833,1202,797,2,9,1096,4,74,22,3,473,0,66,27,234
0,1,165,8.0,1.0,2.0,0.0,2.0,2.0,10.0,1,2,0.0,18,12,393,338,19,5,938,17,1,194,615,1029,496,13,273,889,0,188,156,0,106,0,535,27,192
0,0,0,7.0,4.0,7747.0,186.0,3.0,45.0,146.0,0,1,14.0,33,13,907,872,1,3,389,17,1,194,153,1084,19,13,594,77,0,106,123,1,584,8,531,19,356
0,2,2,5.0,12.0,27.0,10.0,2.0,33.0,33.0,2,2,10.0,53,126,230,926,11,3,1105,5,1,534,631,909,487,3,445,1134,0,510,22,2,242,2,553,27,352
0,47,8,64.0,10.0,10117.0,19.0,3.0,12.0,14.0,5,1,11.0,33,12,882,555,1,4,26,17,1,733,833,1052,797,9,684,912,0,208,163,0,471,0,66,27,405
0,47,-1,28.0,2.0,0.0,636.0,10.0,28.0,193.0,5,2,0.0,62,52,278,308,1,3,282,17,1,397,465,90,216,2,732,223,8,517,22,0,642,0,545,0,323
0,47,8,161.0,8.0,43272.0,146.92563081009297,13.710388247639035,27.0,126.76285414480587,5,30,25.0,33,74,1070,819,1,3,328,3,1,424,541,1078,71,8,650,621,1,530,123,1,1,10,162,19,356
0,47,51,0.0,15.0,30333.0,314.0,0.0,0.0,558.0,5,0,49.0,0,13,907,872,1,3,817,17,1,222,432,1084,351,13,594,77,8,106,123,1,584,1,531,19,356
1,0,-1,33.079354838709676,8.062697910069664,2334.0,36.0,12.0,24.0,159.0,0,7,11.784673844205193,0,168,901,944,1,5,282,2,1,230,465,961,216,2,121,908,8,413,123,1,620,0,432,19,356
1,1,283,4.0,2.0,4.0,0.0,1.0,2.0,56.0,1,1,0.0,0,145,906,837,11,3,191,2,1,783,579,236,21,2,770,843,8,216,22,0,175,1,162,27,377
0,47,1,0.0,1.0,37460.0,146.92563081009297,0.0,5.0,1.0,5,0,1.0,0,215,907,872,1,5,720,2,1,879,465,1084,216,13,536,77,7,89,123,1,584,0,531,19,356
0,2,106,18.0,18.0,904.0,31.0,10.0,22.0,69.0,1,4,18.0,0,51,1097,222,1,4,74,2,1,793,655,948,695,18,510,835,8,501,123,1,272,0,132,19,356
0,0,0,5.0,11.0,1995.0,249.0,7.0,48.0,91.0,0,2,27.0,37,13,633,872,1,3,817,2,1,243,432,760,351,2,596,216,8,106,123,1,1062,3,531,19,356
0,47,391,10.0,1.0,149116.0,146.92563081009297,0.0,9.0,1.0,5,0,8.0,0,168,1157,66,11,5,712,11,0,624,708,700,599,14,430,514,1,168,123,1,1035,7,432,19,356
0,47,1,3.0,1.0,63453.0,146.92563081009297,0.0,1.0,1.0,5,0,1.0,33,51,839,677,1,3,872,1,0,776,698,764,758,8,742,743,1,442,123,1,784,2,479,19,356
0,0,20,33.079354838709676,2.0,4367.0,219.0,22.0,39.0,277.0,0,4,16.0,33,168,350,944,1,6,1012,17,1,10,822,968,160,14,491,908,8,494,123,1,183,1,432,19,356
1,0,116,33.079354838709676,8.062697910069664,6600.0,175.0,22.0,21.0,214.0,0,7,11.784673844205193,0,104,566,592,1,6,503,2,1,318,312,762,553,2,392,764,8,399,22,3,607,0,469,7,95
0,47,3069,2.0,8.062697910069664,18925.0,4.0,16.0,0.0,4.0,5,3,11.784673844205193,0,37,236,550,1,4,268,11,1,384,108,273,443,13,515,228,8,285,120,0,533,0,371,28,401
0,0,30,33.079354838709676,8.062697910069664,41264.0,808.0,0.0,5.0,82.0,0,0,11.784673844205193,33,125,1070,819,1,6,395,2,1,849,822,1078,160,13,584,621,7,175,123,1,1,0,162,19,356
0,47,0,4.0,5.0,4626.0,146.92563081009297,0.0,5.0,91.0,5,0,5.0,15,75,1070,819,1,6,829,2,1,164,159,1078,544,8,340,621,6,327,123,1,1,0,162,19,356
0,0,-1,27.0,18.0,1795.0,20.0,1.0,19.0,20.0,0,1,18.0,0,120,731,627,6,4,1109,11,1,194,477,126,36,2,77,408,7,490,163,2,1116,0,324,8,65
0,0,41,74.0,1.0,6160.0,183.0,6.0,17.0,37.0,0,2,17.0,33,194,259,443,1,3,600,2,1,158,354,532,533,3,696,884,8,212,22,3,248,0,720,28,75
0,28,0,13.0,9.0,108.0,9.0,29.0,11.0,9.0,1,1,9.0,33,12,351,77,11,5,181,2,1,424,541,426,71,13,273,654,3,188,83,3,404,7,66,27,520
0,0,370,1.0,3.0,1887.0,15.0,1.0,14.0,14.0,0,1,14.0,0,13,907,872,6,3,645,2,1,194,99,1084,810,13,594,77,7,106,123,1,584,5,531,19,356
0,2,2,22.0,12.0,2.0,12.0,2.0,13.0,12.0,1,1,12.0,40,77,928,826,1,3,786,2,1,838,916,667,335,3,297,67,0,326,36,0,424,0,475,0,485
0,47,14,3.0,4.0,12015.0,18.0,1.0,7.0,18.0,5,1,4.0,26,244,1040,466,1,4,210,2,1,172,469,836,812,2,508,21,7,426,123,1,275,0,206,19,356
0,47,1,6.0,10.0,2964.0,15.0,1.0,13.0,15.0,5,1,10.0,0,13,633,872,1,3,560,2,1,194,612,760,92,3,63,216,4,106,123,1,1062,1,531,19,356
0,1,92,3.0,2.0,33.0,2.0,1.0,2.0,2.0,1,1,2.0,0,126,1178,758,1,6,485,2,1,104,807,722,742,13,250,724,7,510,22,3,115,1,66,27,281
0,0,42,4.0,0.0,6528.0,215.0,3.0,26.0,47.0,0,2,13.0,48,2,907,872,1,3,607,5,1,794,58,1084,803,13,483,77,0,93,123,1,584,11,531,19,356
0,1,2,1.0,0.0,1.0,0.0,8.0,0.0,0.0,1,7,0.0,33,215,907,872,19,3,630,2,1,194,3,1084,623,2,479,77,5,89,123,1,584,0,531,19,356
0,0,3,10.0,5.0,1788.0,16.0,5.0,4.0,103.0,0,4,5.0,0,77,402,279,1,4,160,2,1,194,714,374,79,13,443,386,8,263,99,2,33,0,174,0,149
0,47,-1,33.079354838709676,8.062697910069664,40995.0,234.0,0.0,12.0,108.0,5,0,11.784673844205193,33,103,907,872,1,5,316,2,1,194,850,1084,635,13,792,77,8,242,123,1,584,0,531,19,356
0,47,179,12.0,13.0,32247.0,165.0,1.0,28.0,144.0,5,0,28.0,0,182,907,872,1,3,311,2,1,249,288,1084,634,13,148,77,8,218,123,1,584,0,531,19,356
0,47,1,20.0,41.0,512.0,146.92563081009297,0.0,38.0,45.0,5,0,41.0,0,77,70,915,1,4,407,38,1,194,111,470,482,13,443,215,8,263,31,3,540,0,675,0,12
0,0,1,4.0,1.0,11106.0,2557.0,3.0,1.0,953.0,0,1,13.0,74,197,308,697,1,6,625,2,1,194,26,447,7,13,96,94,8,149,186,3,16,1,649,12,429
1,0,39,2.0,5.0,3378.0,146.92563081009297,0.0,22.0,5.0,0,0,5.0,53,34,866,505,14,3,563,17,1,194,313,852,773,3,76,767,8,217,123,1,680,0,14,19,356
0,0,-1,1.0,18.0,12229.0,780.0,2.0,39.0,316.0,0,1,18.0,33,215,633,872,11,6,1012,17,1,655,822,760,160,13,530,216,0,252,123,1,1062,1,531,19,356
0,47,13,2.0,18.0,20867.0,56.0,18.0,7.0,32.0,5,3,19.0,33,215,633,872,1,3,689,2,1,329,42,760,65,13,530,216,8,252,123,1,1062,0,531,19,356
1,0,21,33.079354838709676,8.062697910069664,13847.0,1461.0,1.0,19.0,186.0,0,1,11.784673844205193,7,215,633,872,9,6,1144,2,1,632,48,760,327,2,479,216,8,89,123,1,1062,0,531,19,356
0,20,-1,1.0,2.0,2.0,2.0,20.0,2.0,2.0,1,1,2.0,33,128,312,756,1,0,762,17,1,194,510,118,221,14,495,943,8,483,22,0,259,5,315,27,197
0,47,1,1.0,1.0,15361.0,112.0,8.0,1.0,106.0,5,1,1.0,0,174,50,1015,0,5,255,2,1,850,582,726,32,13,658,1033,8,480,123,1,890,0,547,19,356
0,0,8,23.0,11.0,1475.0,32.0,2.0,18.0,130.0,0,2,12.0,0,159,999,941,9,5,674,17,1,891,91,1116,808,3,437,53,8,195,22,3,207,0,428,29,403
0,47,241,13.0,12.0,502.0,146.92563081009297,0.0,16.0,88.0,5,0,12.0,0,188,130,919,1,5,212,17,1,194,617,825,42,2,67,746,1,452,22,3,24,0,571,0,378
0,47,1065,5.0,2.0,14678.315844700945,146.92563081009297,0.0,5.0,5.0,5,0,5.0,48,51,859,768,7,5,955,1,0,194,572,904,493,2,522,538,2,81,123,1,152,8,524,19,356
0,47,-1,21.0,30.0,11844.0,287.0,1.0,14.0,285.0,5,1,31.0,26,150,388,345,1,3,1009,21,1,194,783,934,118,0,0,485,7,251,67,2,1057,1,557,3,474
0,47,11,7.0,4.0,4320.0,146.92563081009297,0.0,6.0,4.0,5,0,4.0,33,51,725,171,1,3,171,2,1,194,18,469,801,2,117,199,5,471,123,1,944,0,147,19,356
1,1,12,10.0,5.0,25.0,5.0,45.0,7.0,1553.0,1,17,5.0,26,177,602,640,1,5,310,2,1,626,419,963,282,6,92,470,6,70,123,1,809,1,339,19,356
1,23,2,6.0,20.0,2.0,5.0,25.0,33.0,32.0,1,2,5.0,0,37,1080,546,1,3,459,10,1,405,316,516,355,3,169,907,8,285,68,2,510,7,489,28,144
0,47,1,11.0,5.0,26249.0,273.0,1.0,6.0,61.0,5,1,5.0,40,150,58,433,11,3,116,2,1,829,796,938,215,8,406,513,7,232,87,2,767,8,210,3,260
0,0,33,9.0,3.0,6212.0,183.0,2.0,5.0,5.0,0,1,3.0,56,17,938,554,1,4,943,2,1,194,866,16,211,12,105,322,4,348,123,1,295,9,22,19,356
1,0,0,15.0,10.0,1491.0,151.0,10.0,31.0,205.0,0,4,10.0,0,150,56,801,11,3,335,5,1,194,609,405,304,13,633,353,6,474,22,0,188,0,653,3,422
0,3,11,4.0,4.0,868.0,6.0,64.0,6.0,100.0,1,12,4.0,0,30,824,333,11,1,75,5,1,597,279,994,262,13,687,478,6,493,141,2,258,7,174,24,149
0,47,-1,33.079354838709676,0.0,14.0,92.0,0.0,0.0,83.0,5,0,0.0,0,12,583,480,1,4,300,2,1,317,641,120,128,2,185,888,4,188,64,0,131,0,349,27,542
0,47,13,6.0,5.0,10085.0,6.0,2.0,5.0,9.0,5,1,5.0,0,51,346,460,1,2,100,5,1,22,552,528,724,13,535,377,8,28,123,1,407,0,543,19,356
0,0,0,11.0,10.0,8812.0,263.0,5.0,11.0,783.0,0,4,10.0,27,152,676,1015,1,3,643,2,1,166,514,897,809,13,56,635,4,260,123,1,804,0,547,19,356
0,47,1,14.0,31.0,11761.0,196.0,75.0,46.0,273.0,5,6,31.0,0,242,1070,819,24,5,1057,2,1,531,563,1078,191,2,717,621,6,31,123,1,1,2,162,19,356
0,0,26,33.079354838709676,8.062697910069664,3180.0,137.0,14.0,15.0,556.0,0,3,11.784673844205193,43,220,276,84,1,6,1017,5,1,444,272,1051,413,2,113,95,8,410,123,1,245,0,481,19,356
1,3,0,1372.0,6.0,15.0,4.0,3.0,11.0,8.0,0,1,4.0,52,198,898,1018,1,5,1024,2,1,194,756,483,352,3,74,689,8,272,22,0,959,8,373,13,210
0,2,-1,33.079354838709676,8.062697910069664,1415.0,1.0,136.0,7.0,161.0,0,10,11.784673844205193,26,237,479,583,1,6,127,2,1,881,432,162,351,3,494,787,3,221,123,1,846,2,352,19,356
1,3,328,1371.0,6.0,15.0,4.0,3.0,11.0,8.0,0,1,4.0,0,198,921,1018,11,5,1024,2,1,194,756,553,352,13,139,813,8,272,22,0,914,8,373,13,414
0,0,0,6.0,1.0,2913.0,61.0,4.0,10.0,35.0,0,1,1.0,0,220,338,152,9,0,18,17,1,891,409,688,492,2,777,735,8,381,123,1,317,1,431,19,356
0,4,-1,6.0,1.0,51.0,1.0,4.0,2.0,2.0,1,1,1.0,40,184,949,842,1,6,55,15,1,897,776,1196,458,3,192,318,8,234,18,2,139,0,548,25,274
0,0,0,1.0,8.062697910069664,5862.0,395.0,9.0,2.0,16.0,0,2,11.784673844205193,73,103,892,872,11,5,397,19,1,14,901,780,404,3,513,641,8,440,123,1,1002,2,531,19,356
0,47,-1,33.079354838709676,8.062697910069664,14678.315844700945,146.92563081009297,0.0,2.0,3.0,5,0,11.784673844205193,0,215,633,872,11,6,698,5,0,194,194,760,397,13,536,216,2,89,123,1,1062,7,531,19,356
1,47,5,25.0,2.0,30941.0,212.0,34.0,2.0,24.0,5,0,2.0,0,166,522,349,1,3,908,5,1,57,320,1133,429,13,422,791,8,54,22,0,1130,0,632,17,397
0,37,0,37.0,53.0,131.0,212.0,45.0,47.0,53.0,1,1,53.0,0,31,196,888,1,4,60,2,1,42,269,845,420,2,790,625,8,516,22,2,665,2,280,0,33
0,3,1024,9.0,6.0,109.0,8.0,28.0,19.0,48.0,1,4,8.0,33,32,1137,342,9,3,349,5,1,48,707,283,412,13,159,1023,0,373,123,1,858,0,386,19,356
0,47,0,3.0,9.0,41555.0,279.0,0.0,11.0,161.0,5,0,9.0,0,13,892,872,1,6,566,2,1,194,693,780,637,3,63,641,0,106,123,1,1002,8,531,19,356
0,47,0,1.0,8.062697910069664,40750.0,31.0,0.0,0.0,24.0,5,0,11.784673844205193,0,233,274,903,1,2,758,17,1,799,299,586,43,2,71,596,8,321,22,0,1046,0,66,27,463
0,47,3,200.0,11.0,982.0,146.92563081009297,0.0,11.0,11.0,5,0,11.0,41,77,928,826,9,5,161,2,1,849,845,667,34,9,286,67,8,326,36,0,424,0,475,0,485
0,0,2,33.079354838709676,9.0,3061.0,78.0,4.0,3.0,69.0,0,1,9.0,0,51,987,630,1,5,586,2,1,303,750,614,786,8,228,719,7,248,123,1,681,0,412,19,356
1,1,1,4.0,3.0,378.0,12.0,27.0,28.0,765.0,1,14,10.0,0,132,699,151,1,5,745,2,1,642,186,529,775,0,689,242,4,190,22,2,168,1,105,29,56
0,47,2,14.0,24.0,2142.0,28.0,9.0,25.0,26.0,5,3,24.0,26,134,1164,501,9,6,297,2,1,208,606,650,721,2,749,682,8,425,22,0,821,3,335,7,220
0,47,21,20.0,15.0,24511.0,75.0,12.0,44.0,62.0,5,1,15.0,0,149,600,700,28,3,306,5,1,390,707,1149,412,13,568,324,6,72,18,3,545,0,454,18,460
0,47,0,39.0,15.0,4402.0,79.0,38.0,15.0,505.0,5,5,16.0,33,91,653,858,1,3,166,1,1,886,703,1094,679,13,336,728,8,404,164,3,325,1,158,17,45
0,0,159,8.0,10.0,5784.0,39.0,6.0,10.0,38.0,0,1,10.0,56,9,1150,927,11,5,674,21,1,319,537,579,808,6,49,620,8,92,123,1,200,1,118,19,356
0,47,2,14.0,8.062697910069664,37566.0,160.0,1.0,0.0,158.0,5,0,11.784673844205193,33,101,813,660,1,2,176,2,1,194,41,462,699,9,259,194,0,293,22,3,970,0,495,27,449
1,3,65,2.0,1.0,175.0,1.0,5.0,10.0,24.0,2,3,1.0,40,63,243,261,1,5,1132,5,1,773,323,149,292,2,739,409,8,347,22,0,922,0,66,27,90
0,7,-1,33.079354838709676,8.062697910069664,394.0,11.0,125.0,11.0,178.0,1,12,11.784673844205193,33,126,257,827,1,3,118,2,1,53,66,113,98,2,787,333,4,510,22,3,123,0,442,27,129
0,47,1,1.0,4.0,14577.0,146.92563081009297,0.0,15.0,430.0,5,0,4.0,0,13,907,872,1,5,933,2,1,194,586,1084,110,13,594,77,5,106,123,1,584,0,531,19,356
0,47,1,100.0,5.0,18767.0,372.0,2.0,5.0,28.0,5,1,5.0,0,91,219,904,1,3,423,2,1,429,320,589,429,2,53,190,0,404,64,3,356,0,174,17,149
0,0,9,10.0,12.0,1484.0,44.0,4.0,47.0,108.0,0,1,12.0,0,53,897,750,1,4,343,2,1,194,210,931,234,3,553,708,8,244,22,0,662,7,614,31,21
0,47,0,1.0,8.062697910069664,8694.0,61.0,1.0,1.0,34.0,5,1,11.784673844205193,0,12,370,108,1,5,1102,2,1,770,448,1002,120,19,103,536,7,188,19,2,1133,0,703,12,550
0,47,1,2.0,51.0,1474.0,146.92563081009297,0.0,49.0,106.0,5,0,51.0,33,13,20,819,1,3,54,38,1,194,577,679,815,2,365,244,5,114,123,1,1094,8,162,19,356
0,2,231,33.079354838709676,9.0,149.0,174.0,8.0,16.0,148.0,1,4,14.0,33,215,892,872,1,3,413,2,1,144,406,780,646,14,408,641,8,89,123,1,1002,11,531,19,356
0,1,5,90.0,21.0,283.0,32.0,1.0,33.0,32.0,1,1,21.0,26,30,503,709,1,4,528,2,1,261,279,1079,262,0,576,494,7,493,67,3,62,1,116,24,112
1,47,204,47.0,10.0,100.0,146.92563081009297,0.0,46.0,46.0,5,0,46.0,33,51,346,460,11,2,442,2,1,18,713,528,581,13,535,377,1,28,123,1,407,0,543,19,356
0,47,173,7.0,12.0,3133.0,40.0,27.0,29.0,202.0,5,9,12.0,43,62,684,949,11,5,805,2,1,127,634,255,457,3,70,102,8,283,123,1,987,2,668,19,356
0,0,1,33.0,14.0,1765.0,215.0,17.0,18.0,102.0,0,2,14.0,75,126,613,651,1,3,191,17,1,205,579,1218,21,13,250,915,8,510,22,0,755,1,131,27,298
1,47,99,4.0,10.0,480.0,146.92563081009297,0.0,21.0,21.0,5,0,10.0,43,51,362,590,1,5,589,1,1,319,236,907,488,13,688,184,1,366,123,1,199,1,415,19,356
0,47,-1,33.079354838709676,8.062697910069664,10507.0,33.0,8.0,3.0,59.0,5,1,11.784673844205193,33,46,380,652,9,2,687,5,1,519,668,275,707,2,173,598,8,444,123,1,541,0,200,19,356
0,1,614,33.079354838709676,4.0,33.0,4.0,1.0,0.0,4.0,1,1,3.0,0,247,413,56,11,3,982,15,1,194,416,987,787,3,504,206,7,144,22,2,573,0,640,27,257
0,0,0,153.0,8.062697910069664,1146.0,39.0,64.0,0.0,308.0,0,4,11.784673844205193,0,126,1118,101,11,3,1000,2,1,326,549,889,696,2,9,376,3,74,22,2,270,0,66,27,234
0,0,67,3.0,12.0,1470.0,52.0,14.0,6.0,72.0,0,1,12.0,26,66,1036,176,1,6,523,2,1,777,737,489,328,13,730,817,8,88,123,1,575,0,547,19,356
0,47,64,37.0,20.0,2930.0,124.0,20.0,33.0,349.0,5,6,31.0,33,53,867,867,23,3,321,2,1,194,70,564,92,13,115,210,6,468,22,0,816,1,379,1,159
0,0,12,490.0,0.0,3513.0,95.0,17.0,2.0,4.0,0,2,2.0,0,37,1218,572,1,3,149,2,1,469,241,325,340,2,48,419,8,285,143,2,928,2,641,24,165
1,47,1290,7.0,4.0,13020.0,146.92563081009297,0.0,7.0,770.0,5,0,10.0,26,51,839,677,1,4,269,11,1,251,863,764,111,2,677,743,1,281,123,1,784,0,479,19,356
0,6,3472,3.0,8.062697910069664,1339.0,96.0,83.0,36.0,450.0,0,17,11.784673844205193,33,51,977,264,1,3,458,1,1,166,514,865,809,14,88,370,1,156,123,1,102,2,537,19,356
0,0,0,33.079354838709676,4.0,3311.0,127.0,25.0,16.0,509.0,0,7,4.0,33,174,431,1015,1,5,497,9,1,481,425,472,579,3,646,0,8,355,123,1,146,0,547,19,356
0,47,31,10.0,1.0,22423.0,2186.0,5.0,2.0,636.0,5,2,2.0,26,38,20,819,9,3,113,5,1,77,772,679,611,13,239,244,0,354,123,1,1094,0,162,19,356
0,47,1,2.0,8.062697910069664,468.0,146.92563081009297,0.0,4.0,2.0,5,0,11.784673844205193,26,125,20,819,0,5,308,2,1,704,923,679,798,13,584,244,1,175,123,1,1094,7,162,19,356
0,47,2,33.079354838709676,10.0,7534.0,12.0,18.0,3.0,42.0,5,3,11.0,33,203,943,106,1,3,193,20,1,177,145,1213,802,2,318,6,8,351,22,2,621,0,66,1,473
0,47,0,33.079354838709676,8.062697910069664,75496.0,87.0,0.0,0.0,27.0,5,0,11.784673844205193,43,149,83,326,1,5,1002,2,0,48,707,1102,412,13,568,676,5,72,22,2,829,0,174,27,346
